19500			108204	Metropolitan Statistical Area	Decatur, IL
19660			495890	Metropolitan Statistical Area	Deltona-Daytona Beach-Ormond Beach, FL
19740			2552195	Metropolitan Statistical Area	Denver-Aurora-Broomfield, CO /1
19780			562906	Metropolitan Statistical Area	Des Moines-West Des Moines, IA
19820			4403437	Metropolitan Statistical Area	Detroit-Warren-Livonia, MI
20020			142693	Metropolitan Statistical Area	Dothan, AL
20100			157741	Metropolitan Statistical Area	Dover, DE
20220			93072	Metropolitan Statistical Area	Dubuque, IA
20260			276368	Metropolitan Statistical Area	Duluth, MN-WI
20500			501228	Metropolitan Statistical Area	Durham-Chapel Hill, NC
20740			160018	Metropolitan Statistical Area	Eau Claire, WI
20940			166874	Metropolitan Statistical Area	El Centro, CA
21060			113433	Metropolitan Statistical Area	Elizabethtown, KY
21140			200502	Metropolitan Statistical Area	Elkhart-Goshen, IN
21300			88331	Metropolitan Statistical Area	Elmira, NY
21340			751296	Metropolitan Statistical Area	El Paso, TX
21500			280291	Metropolitan Statistical Area	Erie, PA
21660			351109	Metropolitan Statistical Area	Eugene-Springfield, OR
21780			351911	Metropolitan Statistical Area	Evansville, IN-KY
21820			98660	Metropolitan Statistical Area	Fairbanks, AK
22020			200102	Metropolitan Statistical Area	Fargo, ND-MN
22140			124131	Metropolitan Statistical Area	Farmington, NM
22180			360355	Metropolitan Statistical Area	Fayetteville, NC
22220			464623	Metropolitan Statistical Area	Fayetteville-Springdale-Rogers, AR-MO
22380			129849	Metropolitan Statistical Area	Flagstaff, AZ
22420			424043	Metropolitan Statistical Area	Flint, MI
22500			200653	Metropolitan Statistical Area	Florence, SC
22520			144238	Metropolitan Statistical Area	Florence-Muscle Shoals, AL
22540			100070	Metropolitan Statistical Area	Fond du Lac, WI
22660			298382	Metropolitan Statistical Area	Fort Collins-Loveland, CO
22900			293063	Metropolitan Statistical Area	Fort Smith, AR-OK
23020			178473	Metropolitan Statistical Area	Fort Walton Beach-Crestview-Destin, FL
23060			414315	Metropolitan Statistical Area	Fort Wayne, IN
23420			915267	Metropolitan Statistical Area	Fresno, CA
23460			103645	Metropolitan Statistical Area	Gadsden, AL
23540			260690	Metropolitan Statistical Area	Gainesville, FL
23580			187743	Metropolitan Statistical Area	Gainesville, GA
24020			128774	Metropolitan Statistical Area	Glens Falls, NY
24140			113811	Metropolitan Statistical Area	Goldsboro, NC
24220			97190	Metropolitan Statistical Area	Grand Forks, ND-MN
24300			146093	Metropolitan Statistical Area	Grand Junction, CO
24340			778009	Metropolitan Statistical Area	Grand Rapids-Wyoming, MI
24500			82178	Metropolitan Statistical Area	Great Falls, MT
24540			254759	Metropolitan Statistical Area	Greeley, CO /1
24580			304783	Metropolitan Statistical Area	Green Bay, WI
24660			714765	Metropolitan Statistical Area	Greensboro-High Point, NC
24780			179715	Metropolitan Statistical Area	Greenville, NC
24860			639617	Metropolitan Statistical Area	Greenville-Mauldin-Easley, SC
25060			238772	Metropolitan Statistical Area	Gulfport-Biloxi, MS
25180			266149	Metropolitan Statistical Area	Hagerstown-Martinsburg, MD-WV
25260			148764	Metropolitan Statistical Area	Hanford-Corcoran, CA
25420			536919	Metropolitan Statistical Area	Harrisburg-Carlisle, PA
25500			120271	Metropolitan Statistical Area	Harrisonburg, VA
25540			1195998	Metropolitan Statistical Area	Hartford-West Hartford-East Hartford, CT
25620			143093	Metropolitan Statistical Area	Hattiesburg, MS
25860			365364	Metropolitan Statistical Area	Hickory-Lenoir-Morganton, NC
25980			74420	Metropolitan Statistical Area	Hinesville-Fort Stewart, GA
26100			261957	Metropolitan Statistical Area	Holland-Grand Haven, MI
26180			907574	Metropolitan Statistical Area	Honolulu, HI
26300			98479	Metropolitan Statistical Area	Hot Springs, AR
26380			202973	Metropolitan Statistical Area	Houma-Bayou Cane-Thibodaux, LA
26420			5867489	Metropolitan Statistical Area	Houston-Sugar Land-Baytown, TX
26580			285624	Metropolitan Statistical Area	Huntington-Ashland, WV-KY-OH
26620			406316	Metropolitan Statistical Area	Huntsville, AL
26820			126131	Metropolitan Statistical Area	Idaho Falls, ID
26900			1743658	Metropolitan Statistical Area	Indianapolis-Carmel, IN
26980			152263	Metropolitan Statistical Area	Iowa City, IA
27060			101779	Metropolitan Statistical Area	Ithaca, NY
27100			159828	Metropolitan Statistical Area	Jackson, MI
27140			540866	Metropolitan Statistical Area	Jackson, MS
27180			113629	Metropolitan Statistical Area	Jackson, TN
27260			1328144	Metropolitan Statistical Area	Jacksonville, FL
27340			173064	Metropolitan Statistical Area	Jacksonville, NC
27500			160155	Metropolitan Statistical Area	Janesville, WI
27620			147438	Metropolitan Statistical Area	Jefferson City, MO
27740			197381	Metropolitan Statistical Area	Johnson City, TN
27780			143998	Metropolitan Statistical Area	Johnstown, PA
27860			120139	Metropolitan Statistical Area	Jonesboro, AR
27900			174300	Metropolitan Statistical Area	Joplin, MO
28020			326634	Metropolitan Statistical Area	Kalamazoo-Portage, MI
28100			113215	Metropolitan Statistical Area	Kankakee-Bradley, IL
28140			2067585	Metropolitan Statistical Area	Kansas City, MO-KS
28420			245649	Metropolitan Statistical Area	Kennewick-Pasco-Richland, WA
28660			379231	Metropolitan Statistical Area	Killeen-Temple-Fort Hood, TX
28700			305629	Metropolitan Statistical Area	Kingsport-Bristol-Bristol, TN-VA
28740			181440	Metropolitan Statistical Area	Kingston, NY
28940			699247	Metropolitan Statistical Area	Knoxville, TN
29020			98787	Metropolitan Statistical Area	Kokomo, IN
29100			132923	Metropolitan Statistical Area	La Crosse, WI-MN
29140			196329	Metropolitan Statistical Area	Lafayette, IN
29180			263171	Metropolitan Statistical Area	Lafayette, LA
29340			194138	Metropolitan Statistical Area	Lake Charles, LA
29420			194825	Metropolitan Statistical Area	Lake Havasu City-Kingman, AZ
29460			583403	Metropolitan Statistical Area	Lakeland-Winter Haven, FL
29540			507766	Metropolitan Statistical Area	Lancaster, PA
29620			453603	Metropolitan Statistical Area	Lansing-East Lansing, MI
29700			241438	Metropolitan Statistical Area	Laredo, TX
29740			206419	Metropolitan Statistical Area	Las Cruces, NM
29820			1902834	Metropolitan Statistical Area	Las Vegas-Paradise, NV
29940			116383	Metropolitan Statistical Area	Lawrence, KS
30020			113228	Metropolitan Statistical Area	Lawton, OK
30140			130506	Metropolitan Statistical Area	Lebanon, PA
30300			60643	Metropolitan Statistical Area	Lewiston, ID-WA
30340			106539	Metropolitan Statistical Area	Lewiston-Auburn, ME
30460			470849	Metropolitan Statistical Area	Lexington-Fayette, KY
30620			104357	Metropolitan Statistical Area	Lima, OH
30700			298012	Metropolitan Statistical Area	Lincoln, NE
30780			685488	Metropolitan Statistical Area	Little Rock-North Little Rock-Conway, AR
30860			127945	Metropolitan Statistical Area	Logan, UT-ID
30980			206874	Metropolitan Statistical Area	Longview, TX
31020			101966	Metropolitan Statistical Area	Longview, WA
31100			12874797	Metropolitan Statistical Area	Los Angeles-Long Beach-Santa Ana, CA
31140			1258577	Metropolitan Statistical Area	Louisville/Jefferson County, KY-IN
31180			276659	Metropolitan Statistical Area	Lubbock, TX
31340			247447	Metropolitan Statistical Area	Lynchburg, VA
31420			231576	Metropolitan Statistical Area	Macon, GA
31460			148632	Metropolitan Statistical Area	Madera-Chowchilla, CA
31540			570025	Metropolitan Statistical Area	Madison, WI
31700			405906	Metropolitan Statistical Area	Manchester-Nashua, NH
31740			123086	Metropolitan Statistical Area	Manhattan, KS
31860			93234	Metropolitan Statistical Area	Mankato-North Mankato, MN
31900			124490	Metropolitan Statistical Area	Mansfield, OH
32580			741152	Metropolitan Statistical Area	McAllen-Edinburg-Mission, TX
32780			201286	Metropolitan Statistical Area	Medford, OR
32820			1304926	Metropolitan Statistical Area	Memphis, TN-MS-AR
32900			245321	Metropolitan Statistical Area	Merced, CA
33100			5547051	Metropolitan Statistical Area	Miami-Fort Lauderdale-Pompano Beach, FL
33140			111063	Metropolitan Statistical Area	Michigan City-La Porte, IN
33260			132316	Metropolitan Statistical Area	Midland, TX
33340			1559667	Metropolitan Statistical Area	Milwaukee-Waukesha-West Allis, WI
33460			3269814	Metropolitan Statistical Area	Minneapolis-St. Paul-Bloomington, MN-WI
33540			108623	Metropolitan Statistical Area	Missoula, MT
33660			411721	Metropolitan Statistical Area	Mobile, AL
33700			510385	Metropolitan Statistical Area	Modesto, CA
33740			174086	Metropolitan Statistical Area	Monroe, LA
33780			152721	Metropolitan Statistical Area	Monroe, MI
33860			366401	Metropolitan Statistical Area	Montgomery, AL
34060			120327	Metropolitan Statistical Area	Morgantown, WV
34100			137612	Metropolitan Statistical Area	Morristown, TN
34580			119534	Metropolitan Statistical Area	Mount Vernon-Anacortes, WA
34620			115192	Metropolitan Statistical Area	Muncie, IN
34740			173951	Metropolitan Statistical Area	Muskegon-Norton Shores, MI
34820			263868	Metropolitan Statistical Area	Myrtle Beach-North Myrtle Beach-Conway, SC
34900			134650	Metropolitan Statistical Area	Napa, CA
34940			318537	Metropolitan Statistical Area	Naples-Marco Island, FL
34980			1582264	Metropolitan Statistical Area	Nashville-Davidson--Murfreesboro--Franklin, TN
35300			848006	Metropolitan Statistical Area	New Haven-Milford, CT
35380			1189981	Metropolitan Statistical Area	New Orleans-Metairie-Kenner, LA
35620			19069796	Metropolitan Statistical Area	New York-Northern New Jersey-Long Island, NY-NJ-PA
35660			160472	Metropolitan Statistical Area	Niles-Benton Harbor, MI
35980			266830	Metropolitan Statistical Area	Norwich-New London, CT
36100			328547	Metropolitan Statistical Area	Ocala, FL
36140			96091	Metropolitan Statistical Area	Ocean City, NJ
36220			134625	Metropolitan Statistical Area	Odessa, TX
36260			541569	Metropolitan Statistical Area	Ogden-Clearfield, UT
36420			1227278	Metropolitan Statistical Area	Oklahoma City, OK
36500			250979	Metropolitan Statistical Area	Olympia, WA
36540			849517	Metropolitan Statistical Area	Omaha-Council Bluffs, NE-IA
36740			2082421	Metropolitan Statistical Area	Orlando-Kissimmee, FL
36780			163370	Metropolitan Statistical Area	Oshkosh-Neenah, WI
36980			113636	Metropolitan Statistical Area	Owensboro, KY
37100			802983	Metropolitan Statistical Area	Oxnard-Thousand Oaks-Ventura, CA
37340			536357	Metropolitan Statistical Area	Palm Bay-Melbourne-Titusville, FL
37380			91622	Metropolitan Statistical Area	Palm Coast, FL
37460			164767	Metropolitan Statistical Area	Panama City-Lynn Haven-Panama City Beach, FL
37620			160905	Metropolitan Statistical Area	Parkersburg-Marietta-Vienna, WV-OH
37700			155603	Metropolitan Statistical Area	Pascagoula, MS
37860			455102	Metropolitan Statistical Area	Pensacola-Ferry Pass-Brent, FL
37900			375865	Metropolitan Statistical Area	Peoria, IL
37980			5968252	Metropolitan Statistical Area	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
38060			4364094	Metropolitan Statistical Area	Phoenix-Mesa-Scottsdale, AZ
38220			100694	Metropolitan Statistical Area	Pine Bluff, AR
38300			2354957	Metropolitan Statistical Area	Pittsburgh, PA
38340			129288	Metropolitan Statistical Area	Pittsfield, MA
38540			90273	Metropolitan Statistical Area	Pocatello, ID
38860			516826	Metropolitan Statistical Area	Portland-South Portland-Biddeford, ME
38900			2241841	Metropolitan Statistical Area	Portland-Vancouver-Beaverton, OR-WA
38940			406296	Metropolitan Statistical Area	Port St. Lucie, FL
39100			677094	Metropolitan Statistical Area	Poughkeepsie-Newburgh-Middletown, NY
39140			215686	Metropolitan Statistical Area	Prescott, AZ
39300			1600642	Metropolitan Statistical Area	Providence-New Bedford-Fall River, RI-MA
39340			555551	Metropolitan Statistical Area	Provo-Orem, UT
39380			157224	Metropolitan Statistical Area	Pueblo, CO
39460			156952	Metropolitan Statistical Area	Punta Gorda, FL
39540			200601	Metropolitan Statistical Area	Racine, WI
39580			1125827	Metropolitan Statistical Area	Raleigh-Cary, NC
39660			124766	Metropolitan Statistical Area	Rapid City, SD
39740			407125	Metropolitan Statistical Area	Reading, PA
39820			181099	Metropolitan Statistical Area	Redding, CA
39900			419261	Metropolitan Statistical Area	Reno-Sparks, NV
40060			1238187	Metropolitan Statistical Area	Richmond, VA
40140			4143113	Metropolitan Statistical Area	Riverside-San Bernardino-Ontario, CA
40220			300399	Metropolitan Statistical Area	Roanoke, VA
40340			185618	Metropolitan Statistical Area	Rochester, MN
40380			1035566	Metropolitan Statistical Area	Rochester, NY
40420			353722	Metropolitan Statistical Area	Rockford, IL
40580			146596	Metropolitan Statistical Area	Rocky Mount, NC
40660			96250	Metropolitan Statistical Area	Rome, GA
40900			2127355	Metropolitan Statistical Area	Sacramento--Arden-Arcade--Roseville, CA
40980			200050	Metropolitan Statistical Area	Saginaw-Saginaw Township North, MI
41060			189148	Metropolitan Statistical Area	St. Cloud, MN
41100			137473	Metropolitan Statistical Area	St. George, UT
41140			126644	Metropolitan Statistical Area	St. Joseph, MO-KS
41180			2828990	Metropolitan Statistical Area	St. Louis, MO-IL
41420			396103	Metropolitan Statistical Area	Salem, OR
41500			410370	Metropolitan Statistical Area	Salinas, CA
41540			120181	Metropolitan Statistical Area	Salisbury, MD
41620			1130293	Metropolitan Statistical Area	Salt Lake City, UT
41660			110119	Metropolitan Statistical Area	San Angelo, TX
41700			2072128	Metropolitan Statistical Area	San Antonio, TX
41740			3053793	Metropolitan Statistical Area	San Diego-Carlsbad-San Marcos, CA
41780			76963	Metropolitan Statistical Area	Sandusky, OH
41860			4317853	Metropolitan Statistical Area	San Francisco-Oakland-Fremont, CA
41940			1839700	Metropolitan Statistical Area	San Jose-Sunnyvale-Santa Clara, CA
42020			266971	Metropolitan Statistical Area	San Luis Obispo-Paso Robles, CA
42060			407057	Metropolitan Statistical Area	Santa Barbara-Santa Maria-Goleta, CA
42100			256218	Metropolitan Statistical Area	Santa Cruz-Watsonville, CA
42140			147532	Metropolitan Statistical Area	Santa Fe, NM
42220			472102	Metropolitan Statistical Area	Santa Rosa-Petaluma, CA
42340			343092	Metropolitan Statistical Area	Savannah, GA
42540			549454	Metropolitan Statistical Area	Scranton--Wilkes-Barre, PA
42660			3407848	Metropolitan Statistical Area	Seattle-Tacoma-Bellevue, WA
42680			135167	Metropolitan Statistical Area	Sebastian-Vero Beach, FL
43100			114560	Metropolitan Statistical Area	Sheboygan, WI
43300			120030	Metropolitan Statistical Area	Sherman-Denison, TX
43340			391516	Metropolitan Statistical Area	Shreveport-Bossier City, LA
43580			144360	Metropolitan Statistical Area	Sioux City, IA-NE-SD
43620			238122	Metropolitan Statistical Area	Sioux Falls, SD
43780			317538	Metropolitan Statistical Area	South Bend-Mishawaka, IN-MI
43900			286822	Metropolitan Statistical Area	Spartanburg, SC
44060			468684	Metropolitan Statistical Area	Spokane, WA
44100			208182	Metropolitan Statistical Area	Springfield, IL
44140			698903	Metropolitan Statistical Area	Springfield, MA
44180			430900	Metropolitan Statistical Area	Springfield, MO
44220			139671	Metropolitan Statistical Area	Springfield, OH
44300			146212	Metropolitan Statistical Area	State College, PA
44700			674860	Metropolitan Statistical Area	Stockton, CA
44940			104495	Metropolitan Statistical Area	Sumter, SC
45060			646084	Metropolitan Statistical Area	Syracuse, NY
45220			360013	Metropolitan Statistical Area	Tallahassee, FL
45300			2747272	Metropolitan Statistical Area	Tampa-St. Petersburg-Clearwater, FL
45460			169825	Metropolitan Statistical Area	Terre Haute, IN
45500			137486	Metropolitan Statistical Area	Texarkana, TX-Texarkana, AR
45780			672220	Metropolitan Statistical Area	Toledo, OH
45820			230824	Metropolitan Statistical Area	Topeka, KS
45940			366222	Metropolitan Statistical Area	Trenton-Ewing, NJ
46060			1020200	Metropolitan Statistical Area	Tucson, AZ
46140			929015	Metropolitan Statistical Area	Tulsa, OK
46220			210839	Metropolitan Statistical Area	Tuscaloosa, AL
46340			204665	Metropolitan Statistical Area	Tyler, TX
46540			293280	Metropolitan Statistical Area	Utica-Rome, NY
46660			135804	Metropolitan Statistical Area	Valdosta, GA
46700			407234	Metropolitan Statistical Area	Vallejo-Fairfield, CA
47020			115396	Metropolitan Statistical Area	Victoria, TX
47220			157745	Metropolitan Statistical Area	Vineland-Millville-Bridgeton, NJ
47260			1674498	Metropolitan Statistical Area	Virginia Beach-Norfolk-Newport News, VA-NC
47300			429668	Metropolitan Statistical Area	Visalia-Porterville, CA
47380			233378	Metropolitan Statistical Area	Waco, TX
47580			135715	Metropolitan Statistical Area	Warner Robins, GA
47900			5476241	Metropolitan Statistical Area	Washington-Arlington-Alexandria, DC-VA-MD-WV
47940			164913	Metropolitan Statistical Area	Waterloo-Cedar Falls, IA
48140			131612	Metropolitan Statistical Area	Wausau, WI
48260			120929	Metropolitan Statistical Area	Weirton-Steubenville, WV-OH
48300			109937	Metropolitan Statistical Area	Wenatchee-East Wenatchee, WA
48540			144637	Metropolitan Statistical Area	Wheeling, WV-OH
48620			612683	Metropolitan Statistical Area	Wichita, KS
48660			147421	Metropolitan Statistical Area	Wichita Falls, TX
48700			116840	Metropolitan Statistical Area	Williamsport, PA
48900			354525	Metropolitan Statistical Area	Wilmington, NC
49020			123989	Metropolitan Statistical Area	Winchester, VA-WV
49180			484921	Metropolitan Statistical Area	Winston-Salem, NC
49340			803701	Metropolitan Statistical Area	Worcester, MA
49420			239054	Metropolitan Statistical Area	Yakima, WA
49620			428937	Metropolitan Statistical Area	York-Hanover, PA
49660			562963	Metropolitan Statistical Area	Youngstown-Warren-Boardman, OH-PA
49700			165539	Metropolitan Statistical Area	Yuba City, CA
49740			196972	Metropolitan Statistical Area	Yuma, AZ
