SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,BIRTHS2010,BIRTHS2011,BIRTHS2012,DEATHS2010,DEATHS2011,DEATHS2012,NATURALINC2010,NATURALINC2011,NATURALINC2012,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,NETMIG2010,NETMIG2011,NETMIG2012,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,RBIRTH2011,RBIRTH2012,RDEATH2011,RDEATH2012,RNATURALINC2011,RNATURALINC2012,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RDOMESTICMIG2011,RDOMESTICMIG2012,RNETMIG2011,RNETMIG2012
040,3,6,01,000,Alabama,Alabama,4779736,4779745,4784762,4803689,4822023,5017,18927,18334,14587,61937,60990,12063,48323,48719,2524,13614,12271,1369,4914,6005,1059,331,-133,2428,5245,5872,65,68,191,115816,115816,114854,114854,12.919083593,12.672309332,10.079417416,10.122679756,2.8396661776,2.5496295755,1.024983076,1.2476999104,0.0690413916,-0.027634319,1.0940244676,1.220065591
050,3,6,01,001,Alabama,Autauga County,54571,54571,54634,55392,55514,63,758,122,162,672,672,109,431,449,53,241,223,15,42,77,-6,430,-177,9,472,-100,1,45,-1,455,455,455,455,12.215294567,12.118370512,7.8345118427,8.0969469641,4.3807827241,4.0214235479,0.7634559104,1.3885632878,7.816334321,-3.191892233,8.5797902314,-1.803328945
050,3,6,01,003,Alabama,Baldwin County,182265,182265,183275,186830,190790,1010,3555,3960,534,2162,2150,457,1758,1797,77,404,353,71,252,272,858,2762,3304,929,3014,3576,4,137,31,2307,2307,2276,2276,11.683170992,11.387108734,9.5000067548,9.5175043695,2.1831642372,1.8696043642,1.3617757123,1.440601663,14.925494117,17.499073142,16.287269829,18.939674805
050,3,6,01,005,Alabama,Barbour County,27457,27457,27366,27313,27201,-91,-53,-112,69,295,243,99,278,309,-30,17,-66,6,27,29,-69,-108,-73,-63,-81,-44,2,11,-2,3193,3193,3395,3395,10.790248541,8.9151410647,10.168437609,11.336537403,0.6218109329,-2.421396339,0.9875820699,1.063946876,-3.95032828,-2.678211102,-2.96274621,-1.614264226
050,3,6,01,007,Alabama,Bibb County,22915,22919,22863,22738,22597,-56,-125,-141,52,238,209,59,226,220,-7,12,-11,2,2,4,-52,-131,-134,-50,-129,-130,1,-8,0,2224,2224,2231,2231,10.43836758,9.2202492555,9.9120633319,9.7055255321,0.5263042477,-0.485276277,0.0877173746,0.1764641006,-5.745488038,-5.91154737,-5.657770663,-5.735083269
050,3,6,01,009,Alabama,Blount County,57322,57322,57359,57748,57826,37,389,78,168,718,687,139,543,575,29,175,112,9,36,40,-1,129,-70,8,165,-30,0,49,-4,489,489,489,489,12.475349023,11.88848703,9.4346998879,9.9503348504,3.0406491352,1.9381521796,0.6255049649,0.692197207,2.2413927911,-1.211345112,2.866897756,-0.519147905
050,3,6,01,011,Alabama,Bullock County,10914,10915,10880,10599,10474,-35,-281,-125,39,171,145,40,108,106,-1,63,39,0,-1,0,-34,-357,-165,-34,-358,-165,0,14,1,1690,1690,1692,1692,15.922528982,13.761685569,10.056334094,10.060266692,5.866194888,3.7014188772,-0.093114205,0,-33.24177103,-15.6598491,-33.33488524,-15.6598491
050,3,6,01,013,Alabama,Butler County,20947,20946,20929,20598,20307,-17,-331,-291,66,241,225,97,237,245,-31,4,-20,1,4,6,16,-364,-281,17,-360,-275,-3,25,4,333,333,333,333,11.60690635,11.00110011,11.414260602,11.978975675,0.1926457485,-0.977875565,0.1926457485,0.2933626696,-17.53076312,-13.73915169,-17.33811737,-13.44578902
050,3,6,01,015,Alabama,Calhoun County,118572,118572,118423,117815,117296,-149,-608,-519,319,1435,1415,344,1367,1348,-25,68,67,17,35,48,-138,-658,-637,-121,-623,-589,-3,-53,3,2919,2919,2859,2859,12.148765228,12.036867692,11.573074611,11.466924134,0.5756906171,0.5699435586,0.296311347,0.4083177733,-5.570653324,-5.418717117,-5.274341977,-5.010399343
050,3,6,01,017,Alabama,Chambers County,34215,34215,34125,34005,34064,-90,-120,59,90,395,368,121,467,458,-31,-72,-90,6,27,29,-64,-81,120,-58,-54,149,-1,6,0,458,458,458,458,11.595479231,10.812557846,13.709085572,13.456933406,-2.113606341,-2.64437556,0.7926023778,0.8520765694,-2.377807133,3.5258340801,-1.585204756,4.3779106495
050,3,6,01,019,Alabama,Cherokee County,25989,25986,25981,26094,26021,-5,113,-73,50,201,200,87,306,300,-37,-105,-100,2,10,11,29,182,19,31,192,30,1,26,-3,290,290,290,290,7.7196351416,7.6753333973,11.752280365,11.513000096,-4.032645223,-3.837666699,0.3840614498,0.4221433369,6.9899183869,0.7291566727,7.3739798368,1.1513000096
050,3,6,01,021,Alabama,Chilton County,43643,43642,43700,43814,43819,58,114,5,132,587,561,120,449,454,12,138,107,11,30,35,35,-55,-136,46,-25,-101,0,1,-1,393,393,393,393,13.414996458,12.803395981,10.261215348,10.361393539,3.1537811093,2.442002442,0.685604589,0.7987858455,-1.256941746,-3.103853571,-0.571337157,-2.305067726
050,3,6,01,023,Alabama,Choctaw County,13859,13858,13836,13629,13633,-22,-207,4,36,144,126,54,154,172,-18,-10,-46,1,7,9,-4,-211,42,-3,-204,51,-1,7,-1,129,129,129,129,10.486073184,9.2436358301,11.214272711,12.61829653,-0.728199527,-3.3746607,0.5097396687,0.6602597021,-15.36501001,3.0812119434,-14.85527034,3.7414716455
050,3,6,01,025,Alabama,Clarke County,25833,25840,25757,25600,25161,-83,-157,-439,57,279,278,88,323,311,-31,-44,-33,1,2,2,-52,-101,-415,-51,-99,-413,-1,-14,7,280,280,280,280,10.865120626,10.953290912,12.578616352,12.253501704,-1.713495726,-1.300210792,0.0778861694,0.078800654,-3.933251553,-16.35113571,-3.855365383,-16.27233506
050,3,6,01,027,Alabama,Clay County,13932,13932,13882,13656,13435,-50,-226,-221,31,146,135,52,200,206,-21,-54,-71,1,3,6,-27,-173,-158,-26,-170,-152,-3,-2,2,255,255,236,236,10.603529668,9.9664095087,14.525383107,15.208002658,-3.921853439,-5.241593149,0.2178807466,0.4429515337,-12.56445639,-11.66439039,-12.34657564,-11.22143885
050,3,6,01,029,Alabama,Cleburne County,14972,14972,14962,14937,14832,-10,-25,-105,39,171,145,47,192,184,-8,-21,-39,0,-2,-2,3,-42,-64,3,-44,-66,-5,40,0,178,178,178,178,11.438509649,9.7416775841,12.843238904,12.361852934,-1.404729255,-2.62017535,-0.133783739,-0.134367967,-2.80945851,-4.299774934,-2.943242249,-4.4341429
050,3,6,01,031,Alabama,Coffee County,49948,49948,50135,50485,51252,187,350,767,169,726,712,112,522,516,57,204,196,31,82,165,101,64,403,132,146,568,-2,0,3,600,600,598,598,14.43053071,13.996874294,10.375670841,10.143802157,4.0548598688,3.853072137,1.6298946532,3.2436576663,1.2721129,7.9223881184,2.9020075532,11.166045785
050,3,6,01,033,Alabama,Colbert County,54428,54428,54489,54419,54446,61,-70,27,158,614,614,174,674,660,-16,-60,-46,12,37,40,62,-27,38,74,10,78,3,-20,-5,474,474,474,474,11.275572042,11.28002572,12.377419473,12.12510908,-1.101847431,-0.84508336,0.6794725824,0.7348550958,-0.495831344,0.698112341,0.1836412385,1.4329674367
050,3,6,01,035,Alabama,Conecuh County,13228,13228,13195,13100,12981,-33,-95,-119,40,157,136,51,182,195,-11,-25,-59,0,0,0,-21,-81,-58,-21,-81,-58,-1,11,-2,45,45,45,45,11.941433733,10.429047966,13.842935919,14.953414363,-1.901502187,-4.524366397,0,0,-6.160867085,-4.447682221,-6.160867085,-4.447682221
050,3,6,01,037,Alabama,Coosa County,11539,11544,11549,11109,10966,5,-440,-143,21,84,79,42,118,92,-21,-34,-13,0,0,1,26,-460,-130,26,-460,-129,0,54,-1,124,124,124,124,7.4145996999,7.1574178935,10.415747197,8.3352208381,-3.001147498,-1.177802945,0,0.0906002265,-40.60376026,-11.77802945,-40.60376026,-11.68742922
050,3,6,01,039,Alabama,Covington County,37765,37765,37774,38094,37955,9,320,-139,95,484,488,135,478,500,-40,6,-12,9,27,33,40,261,-160,49,288,-127,0,26,0,575,575,575,575,12.759002478,12.83383082,12.600833026,13.149416823,0.1581694522,-0.315586004,0.7117625349,0.8678615103,6.880371171,-4.207813383,7.5921337059,-3.339951873
050,3,6,01,041,Alabama,Crenshaw County,13906,13906,13867,13959,14083,-39,92,124,44,179,167,51,170,171,-7,9,-4,16,65,67,-50,15,61,-34,80,128,2,3,0,132,132,132,132,12.865665205,11.910705371,12.218788184,12.195991727,0.6468770215,-0.285286356,4.6718895997,4.778546466,1.0781283692,4.3506169317,5.7500179688,9.1291633978
050,3,6,01,043,Alabama,Cullman County,80406,80406,80471,80479,80440,65,8,-39,239,978,940,218,932,953,21,46,-13,13,54,59,29,-99,-79,42,-45,-20,2,7,-6,1056,1056,1056,1056,12.152842498,11.682896364,11.581236409,11.844468335,0.5716060888,-0.161571971,0.6710158434,0.733288176,-1.230195713,-0.981860439,-0.55917987,-0.248572263
050,3,6,01,045,Alabama,Dale County,50251,50251,50333,50141,50444,82,-192,303,165,749,749,107,481,513,58,268,236,49,71,248,-18,-537,-181,31,-466,67,-7,6,0,917,917,917,917,14.909329777,14.892876671,9.5746163186,10.200328081,5.3347134582,4.6925485907,1.4133009535,4.9311527564,-10.68933256,-3.598946165,-9.27603161,1.3322065914
050,3,6,01,047,Alabama,Dallas County,43820,43820,43782,43189,42864,-38,-593,-325,147,660,654,132,555,532,15,105,122,1,14,16,-55,-723,-469,-54,-709,-453,1,11,6,786,786,786,786,15.177472951,15.199934924,12.762874981,12.364473057,2.4145979694,2.8354618665,0.3219463959,0.3718638513,-16.62623173,-10.90025914,-16.30428534,-10.52839529
050,3,6,01,049,Alabama,DeKalb County,71109,71112,71108,71463,71080,-4,355,-383,218,971,920,164,744,727,54,227,193,17,66,77,-71,49,-662,-54,115,-585,-4,13,9,782,782,782,782,13.621283431,12.90838554,10.436905121,10.200430747,3.1843783098,2.7079547926,0.9258544865,1.0803757463,0.6873768158,-9.288425247,1.6132313023,-8.208049501
050,3,6,01,051,Alabama,Elmore County,79303,79296,79544,80149,80629,248,605,480,225,1060,1063,167,713,715,58,347,348,8,18,58,176,240,83,184,258,141,6,0,-9,5483,5483,5486,5486,13.275472312,13.223202179,8.9296337347,8.8942517011,4.3458385778,4.3289504783,0.2254325487,0.7214917464,3.005767316,1.0324795681,3.2311998647,1.7539713145
050,3,6,01,053,Alabama,Escambia County,38319,38319,38287,38153,37994,-32,-134,-159,124,483,447,115,426,441,9,57,6,6,16,17,-43,-205,-183,-37,-189,-166,-4,-2,1,3199,3199,3218,3218,12.637362637,11.740449394,11.14599686,11.582859469,1.4913657771,0.1575899248,0.4186289901,0.4465047868,-5.363683935,-4.806492705,-4.945054945,-4.359987918
050,3,6,01,055,Alabama,Etowah County,104430,104430,104452,104298,104392,22,-154,94,290,1280,1240,333,1451,1445,-43,-171,-205,15,56,64,50,22,240,65,78,304,0,-61,-5,2085,2085,2083,2083,12.263473054,11.883655182,13.901796407,13.848291725,-1.638323353,-1.964636542,0.5365269461,0.6133499449,0.2107784431,2.3000622934,0.7473053892,2.9134122382
050,3,6,01,057,Alabama,Fayette County,17241,17241,17219,17042,16983,-22,-177,-59,49,188,185,72,244,235,-23,-56,-50,1,-1,1,0,-119,-7,1,-120,-6,0,-1,-3,291,291,291,291,10.974577508,10.87435709,14.243600595,13.81337252,-3.269023087,-2.93901543,-0.058375412,0.0587803086,-6.946674061,-0.41146216,-7.005049473,-0.352681852
050,3,6,01,059,Alabama,Franklin County,31704,31709,31723,31786,31761,14,63,-25,131,467,463,102,389,370,29,78,93,11,42,46,-24,-50,-165,-13,-8,-119,-2,-7,1,272,272,272,272,14.706577021,14.571891671,12.250232251,11.644924229,2.45634477,2.9269674414,1.3226471839,1.4477473366,-1.574579981,-5.193006751,-0.251932797,-3.745259414
050,3,6,01,061,Alabama,Geneva County,26790,26790,26813,26803,26931,23,-10,128,74,287,261,87,337,338,-13,-50,-77,2,1,5,34,25,198,36,26,203,0,14,2,229,229,229,229,10.705759475,9.714519671,12.570874366,12.580489076,-1.865114891,-2.865969405,0.0373022978,0.1861019094,0.9325574455,7.3696356125,0.9698597434,7.5557375219
050,3,6,01,063,Alabama,Greene County,9045,9045,8999,8921,8876,-46,-78,-45,34,117,116,36,81,97,-2,36,19,0,0,-1,-45,-111,-62,-45,-111,-63,1,-3,-1,45,45,45,45,13.058035714,13.035904928,9.0401785714,10.900713603,4.0178571429,2.1351913244,0,-0.112378491,-12.38839286,-6.967466427,-12.38839286,-7.079844918
050,3,6,01,065,Alabama,Hale County,15760,15760,15706,15371,15388,-54,-335,17,50,185,181,71,174,183,-21,11,-2,4,21,23,-35,-375,-4,-31,-354,19,-2,8,0,334,334,338,338,11.905911124,11.768913164,11.197992084,11.898956403,0.7079190398,-0.130043239,1.3514818033,1.4954972528,-24.13360363,-0.260086479,-22.78212183,1.2354107741
050,3,6,01,067,Alabama,Henry County,17302,17302,17292,17423,17287,-10,131,-136,37,188,193,61,202,200,-24,-14,-7,4,19,22,10,121,-152,14,140,-130,0,5,1,199,199,199,199,10.831052859,11.120714492,11.637620625,11.524056468,-0.806567766,-0.403341976,1.0946276826,1.2676462115,6.9710499784,-8.758282916,8.065677661,-7.490636704
050,3,6,01,069,Alabama,Houston County,101547,101547,101787,102425,103402,240,638,977,326,1401,1376,252,999,1019,74,402,357,10,66,79,156,190,539,166,256,618,0,-20,2,1416,1416,1416,1416,13.721035003,13.370451884,9.7839500127,9.901519237,3.9370849901,3.4689326473,0.6463870879,0.7676349556,1.8608113137,5.2374081146,2.5071984017,6.0050430702
050,3,6,01,071,Alabama,Jackson County,53227,53226,53158,53230,53019,-68,72,-211,134,579,568,143,637,632,-9,-58,-64,2,13,14,-61,109,-156,-59,122,-142,0,8,-5,597,597,597,597,10.884686243,10.691865335,11.975034778,11.896582556,-1.090348536,-1.204717221,0.2443884649,0.2635318921,2.0491032823,-2.936498226,2.2934917472,-2.672966334
050,3,6,01,073,Alabama,Jefferson County,658466,658466,658391,658967,660009,-75,576,1042,2200,9758,9851,1623,6883,6895,577,2875,2956,166,732,811,-846,-2786,-2733,-680,-2054,-1922,28,-245,8,15774,15774,15910,15910,14.814499931,14.937345335,10.449703118,10.455080305,4.364796813,4.4822650298,1.1113152233,1.2297418604,-4.229677886,-4.144123926,-3.118362662,-2.914382066
050,3,6,01,075,Alabama,Lamar County,14564,14564,14505,14313,14259,-59,-192,-54,37,139,127,61,195,192,-24,-56,-65,0,0,1,-35,-133,13,-35,-133,14,0,-3,-3,217,217,217,217,9.6467485599,8.8898222036,13.533208411,13.439731205,-3.886459851,-4.549909002,0,0.0699986,-9.230342147,0.9099818004,-9.230342147,0.9799804004
050,3,6,01,077,Alabama,Lauderdale County,92709,92709,92709,92663,92542,0,-46,-121,229,976,950,269,1056,1080,-40,-80,-130,16,62,70,27,11,-56,43,73,14,-3,-39,-5,1891,1891,1857,1857,10.530177157,10.258902297,11.393306432,11.662752086,-0.863129275,-1.403849788,0.6689251883,0.7559191167,0.1186802753,-0.604735293,0.7876054636,0.1511838233
050,3,6,01,079,Alabama,Lawrence County,34339,34339,34302,34091,33838,-37,-211,-253,78,376,382,78,385,381,0,-9,1,2,10,12,-32,-205,-268,-30,-195,-256,-7,-7,2,229,229,229,229,10.995277294,11.247037348,11.258462123,11.217594842,-0.263184829,0.0294425061,0.2924275876,0.3533100738,-5.994765546,-7.890591647,-5.702337959,-7.537281573
050,3,6,01,081,Alabama,Lee County,140247,140251,140761,143580,147257,510,2819,3677,386,1482,1456,208,852,868,178,630,588,99,406,433,230,1732,2612,329,2138,3045,3,51,44,4410,4410,4304,4304,10.424103453,10.012481218,5.9928044144,5.9689791877,4.4312990388,4.0435020303,2.8557260472,2.9776128897,12.182555453,17.961951196,15.0382815,20.939564086
050,3,6,01,083,Alabama,Limestone County,82782,82782,83213,85539,87654,431,2326,2115,233,1061,1052,163,649,703,70,412,349,19,68,77,332,1792,1666,351,1860,1743,10,54,23,2907,2907,2947,2947,12.574665782,12.148296987,7.6917606902,8.1181110091,4.8829050915,4.0301859775,0.8059163743,0.8891814334,21.238266806,19.238652832,22.04418318,20.127834266
050,3,6,01,085,Alabama,Lowndes County,11299,11299,11252,11111,10857,-47,-141,-254,42,169,169,54,138,158,-12,31,11,0,1,2,-35,-182,-271,-35,-181,-269,0,9,4,96,96,96,96,15.114251219,15.386016023,12.341814604,14.384559359,2.772436614,1.0014566642,0.0894334392,0.1820830299,-16.27688593,-24.67225055,-16.18745249,-24.49016752
050,3,6,01,087,Alabama,Macon County,21452,21450,21533,21213,20535,83,-320,-678,62,236,229,66,252,270,-4,-16,-41,0,-1,0,84,-313,-650,84,-314,-650,3,10,13,1772,1772,1778,1778,11.041968839,10.970585417,11.790576896,12.934751365,-0.748608057,-1.964165948,-0.046788004,0,-14.64464511,-31.13921625,-14.69143312,-31.13921625
050,3,6,01,089,Alabama,Madison County,334811,334811,336168,339673,343080,1357,3505,3407,1016,4283,4198,587,2678,2688,429,1605,1510,136,472,575,758,1457,1332,894,1929,1907,34,-29,-10,8042,8042,7489,7489,12.674578784,12.297272952,7.9249409255,7.8740042153,4.7496378586,4.423268737,1.3967782363,1.6843573005,4.3116650218,3.9018503031,5.7084432581,5.5862076036
050,3,6,01,091,Alabama,Marengo County,21027,21029,20943,20699,20401,-86,-244,-298,53,238,239,81,250,254,-28,-12,-15,1,1,3,-58,-257,-291,-57,-256,-288,-1,24,5,254,254,254,254,11.430767014,11.630170316,12.007108208,12.360097324,-0.576341194,-0.729927007,0.0480284328,0.1459854015,-12.34330724,-14.16058394,-12.29527881,-14.01459854
050,3,6,01,093,Alabama,Marion County,30776,30777,30788,30527,30327,11,-261,-200,80,291,299,114,406,393,-34,-115,-94,3,4,6,42,-159,-107,45,-155,-101,0,9,-5,868,868,659,659,9.4919677077,9.8267985671,13.243088967,12.916159989,-3.751121259,-3.089361422,0.1304737829,0.1971932823,-5.186332871,-3.516613534,-5.055859088,-3.319420252
050,3,6,01,095,Alabama,Marshall County,93019,93019,93185,94102,94776,166,917,674,336,1437,1469,259,1047,1065,77,390,404,42,151,170,45,376,110,87,527,280,2,0,-10,1047,1047,1047,1047,15.345432411,15.555014348,11.180701277,11.277120681,4.1647311346,4.2778936668,1.6124984649,1.8001037707,4.0152279656,1.1647730281,5.6277264306,2.9648767988
050,3,6,01,097,Alabama,Mobile County,412992,412992,413216,413145,413936,224,-71,791,1399,5831,5725,995,4078,4149,404,1753,1576,149,540,625,-338,-2225,-1411,-189,-1685,-786,9,-139,1,6808,6808,7053,7053,14.112476266,13.843867771,9.8697784624,10.032874652,4.242697804,3.8109931192,1.3069348626,1.5113392763,-5.385055684,-3.41199955,-4.078120821,-1.900660274
050,3,6,01,099,Alabama,Monroe County,23068,23070,22974,22779,22602,-96,-195,-177,66,255,249,75,264,248,-9,-9,1,0,0,1,-87,-183,-181,-87,-183,-180,0,-3,2,230,230,230,230,11.146810045,10.973755536,11.54022687,10.929684229,-0.393416825,0.0440713074,0,0.0440713074,-7.999475444,-7.976906635,-7.999475444,-7.932835328
050,3,6,01,101,Alabama,Montgomery County,229363,229363,229753,231910,230149,390,2157,-1761,749,3311,3370,490,1989,2046,259,1322,1324,126,376,554,8,538,-3699,134,914,-3145,-3,-79,60,9082,9082,8723,8723,14.343796232,14.586881762,8.6166749339,8.8560118946,5.7271212984,5.7308698673,1.6288938035,2.397962165,2.3307044316,-16.01094233,3.9595982351,-13.61298016
050,3,6,01,103,Alabama,Morgan County,119490,119490,119585,120024,120395,95,439,371,358,1505,1455,316,1186,1163,42,319,292,38,150,165,14,25,-79,52,175,86,1,-55,-7,2133,2133,2153,2153,12.562132474,12.103868663,9.8994612055,9.67477612,2.6626712686,2.4290925426,1.2520397815,1.3726036628,0.2086732969,-0.657185996,1.4607130784,0.7154176667
050,3,6,01,105,Alabama,Perry County,10591,10581,10522,10509,10181,-59,-13,-328,30,139,143,50,125,140,-20,14,3,0,0,0,-38,-45,-334,-38,-45,-334,-1,18,3,721,721,741,741,13.218582093,13.823102948,11.887214113,13.533107782,1.3313679806,0.2899951667,0,0,-4.279397081,-32.28612856,-4.279397081,-32.28612856
050,3,6,01,107,Alabama,Pickens County,19746,19746,19690,19371,19405,-56,-319,34,48,255,248,80,246,243,-32,9,5,0,0,0,-22,-336,33,-22,-336,33,-2,8,-4,334,334,334,334,13.05650137,12.791417372,12.595683674,12.533525892,0.4608176954,0.2578914793,0,0,-17.20386063,1.7020837632,-17.20386063,1.7020837632
050,3,6,01,109,Alabama,Pike County,32899,32899,32964,32893,33182,65,-71,289,94,424,412,71,336,333,23,88,79,27,109,118,19,-284,92,46,-175,210,-4,16,0,1963,1963,1832,1832,12.87638368,12.470677261,10.20392669,10.079455165,2.6724569901,2.3912220961,3.3102024082,3.5716988271,-8.624747559,2.7847143398,-5.314545151,6.3564131669
050,3,6,01,111,Alabama,Randolph County,22913,22914,22889,22842,22675,-25,-47,-167,56,230,221,88,274,263,-32,-44,-42,4,11,13,7,-47,-138,11,-36,-125,-4,33,0,407,407,407,407,10.058822243,9.7106575565,11.983118672,11.556121889,-1.924296429,-1.845464332,0.4810741073,0.5712151504,-2.055498458,-6.063668519,-1.574424351,-5.492453369
050,3,6,01,113,Alabama,Russell County,52947,52949,53238,55035,57820,289,1797,2785,228,866,972,141,593,584,87,273,388,7,-10,15,189,1511,2334,196,1501,2349,6,23,48,574,574,574,574,15.996601184,17.225643525,10.953792728,10.349563599,5.0428084564,6.8760799256,-0.184718258,0.2658278322,27.910928856,41.362810686,27.726210597,41.628638518
050,3,6,01,115,Alabama,St. Clair County,83593,83598,83835,84348,85237,237,513,889,272,1107,1047,169,802,800,103,305,247,18,71,74,113,96,573,131,167,647,3,41,-5,1967,1967,1926,1926,13.164231819,12.347790194,9.5372302789,9.4347967096,3.62700154,2.9129934841,0.8443183913,0.8727186956,1.1416135995,6.7576731433,1.9859319907,7.6303918389
050,3,6,01,117,Alabama,Shelby County,195085,195080,195879,198123,200941,799,2244,2818,625,2462,2347,271,1253,1255,354,1209,1092,84,329,358,360,594,1361,444,923,1719,1,112,7,2574,2574,2624,2624,12.49739849,11.762524307,6.3603738052,6.28971794,6.1370246852,5.4728063669,1.670042284,1.7941984243,3.0152131207,6.8209610489,4.6852554048,8.6151594732
050,3,6,01,119,Alabama,Sumter County,13763,13763,13746,13542,13427,-17,-204,-115,33,157,157,44,147,153,-11,10,4,0,-3,-3,-6,-214,-117,-6,-217,-120,0,3,1,718,718,807,807,11.506889475,11.642997516,10.773966579,11.346360636,0.7329228965,0.2966368794,-0.219876869,-0.22247766,-15.68454999,-8.676628722,-15.90442685,-8.899106381
050,3,6,01,121,Alabama,Talladega County,82291,82291,82023,81774,81762,-268,-249,-12,202,923,924,224,939,985,-22,-16,-61,-1,1,4,-241,-214,54,-242,-213,58,-4,-20,-9,3143,3143,3123,3123,11.270047681,11.300264162,11.465411454,12.046277272,-0.195363773,-0.74601311,0.0122102358,0.0489188925,-2.61299047,0.6604050484,-2.600780234,0.7093239409
050,3,6,01,123,Alabama,Tallapoosa County,41616,41618,41508,41495,41168,-110,-13,-327,122,477,471,135,524,529,-13,-47,-58,1,-10,-2,-101,47,-269,-100,37,-271,3,-3,2,576,576,576,576,11.493560474,11.395666743,12.626049661,12.798954792,-1.132489187,-1.403288049,-0.240955146,-0.048389243,1.1324891871,-6.508353193,0.8915340409,-6.556742436
050,3,6,01,125,Alabama,Tuscaloosa County,194656,194653,194969,196818,198596,316,1849,1778,598,2514,2436,380,1671,1685,218,843,751,73,299,313,22,766,715,95,1065,1028,3,-59,-1,10423,10423,10179,10179,12.833503919,12.321263284,8.5301452065,8.5227129034,4.3033587128,3.7985503801,1.5263395672,1.5831508242,3.9102879881,3.6164627454,5.4366275553,5.1996135696
050,3,6,01,127,Alabama,Walker County,67023,67023,67011,66665,66221,-12,-346,-444,213,795,772,232,911,917,-19,-116,-145,4,4,8,4,-239,-306,8,-235,-298,-1,5,-1,866,866,866,866,11.894431312,11.618981684,13.629970975,13.801303373,-1.735539663,-2.182321689,0.0598461953,0.1204039553,-3.575810168,-4.605451289,-3.515963973,-4.485047334
050,3,6,01,129,Alabama,Washington County,17581,17586,17598,17340,17109,12,-258,-231,36,174,156,53,205,192,-17,-31,-36,1,4,5,26,-236,-204,27,-232,-199,2,5,4,147,147,147,147,9.9605014597,9.0568666725,11.735073559,11.146912828,-1.774572099,-2.090046155,0.2289770451,0.2902841882,-13.50964566,-11.84359488,-13.28066861,-11.55331069
050,3,6,01,131,Alabama,Wilcox County,11670,11665,11572,11510,11431,-93,-62,-79,30,144,144,57,120,121,-27,24,23,0,0,0,-67,-92,-103,-67,-92,-103,1,6,1,108,108,114,114,12.477255004,12.553942723,10.397712503,10.548799093,2.0795425006,2.0051436293,0,0,-7.971579586,-8.979556253,-7.971579586,-8.979556253
050,3,6,01,133,Alabama,Winston County,24484,24483,24385,24281,24108,-98,-104,-173,62,230,209,91,321,298,-29,-91,-89,0,-4,-3,-70,5,-80,-70,1,-83,1,-14,-1,301,301,301,301,9.4521842765,8.6383268925,13.191961534,12.316848871,-3.739777257,-3.678521978,-0.164385814,-0.123995123,0.2054822669,-3.30653661,0.0410964534,-3.430531732
040,4,9,02,000,Alaska,Alaska,710231,710231,714046,723860,731449,3815,9814,7589,2813,11628,11448,715,3443,3431,2098,8185,8017,540,1230,2701,1182,120,-3135,1722,1350,-434,-5,279,6,26352,26352,26723,26651,16.173518992,15.732741294,4.7889083153,4.715149841,11.384610677,11.017591453,1.7108211524,3.7119264706,0.1669093807,-4.308363378,1.8777305332,-0.596436908
050,4,9,02,013,Alaska,Aleutians East Borough,3141,3141,3152,3178,3161,11,26,-17,5,20,16,1,8,2,4,12,14,0,2,2,8,7,-33,8,9,-31,-1,5,0,1726,1726,1747,1747,6.3191153239,5.0481148446,2.5276461295,0.6310143556,3.7914691943,4.417100489,0.6319115324,0.6310143556,2.2116903633,-10.41173687,2.8436018957,-9.780722511
050,4,9,02,016,Alaska,Aleutians West Census Area,5561,5561,5535,5521,5547,-26,-14,26,7,32,25,6,3,1,1,29,24,1,7,12,-27,-63,-8,-26,-56,4,-1,13,-2,2543,2543,2520,2520,5.7887120116,4.5175280087,0.5426917511,0.1807011203,5.2460202605,4.3368268883,1.2662807525,2.1684134442,-11.39652677,-1.445608963,-10.13024602,0.7228044814
050,4,9,02,020,Alaska,Anchorage Municipality,291826,291826,293400,296108,298610,1574,2708,2502,1136,4770,4752,260,1381,1396,876,3389,3356,308,738,1470,389,-1423,-2332,697,-685,-862,1,4,8,8450,8450,8499,8479,16.18298649,15.980683282,4.685262965,4.6946620079,11.497723525,11.286021274,2.5037828155,4.9435194496,-4.82775467,-7.842372351,-2.323971854,-2.898852902
050,4,9,02,050,Alaska,Bethel Census Area,17013,17013,17083,17468,17746,70,385,278,110,461,444,20,92,86,90,369,358,1,1,4,-19,8,-81,-18,9,-77,-2,7,-3,338,338,366,365,26.685190009,25.217243142,5.3254609129,4.8844209689,21.359729096,20.332822173,0.0578854447,0.2271823706,0.4630835576,-4.600443006,0.5209690023,-4.373260635
