removing MSA Honolulu, HI
removing MSA Anchorage, AK
removing MSA Fairbanks, AK
819 counties for 200 MSAs
FINAL OUTPUT
76	-121.310026524	37.9112356053	7342	Stockton, CA
77	-72.5726062322	42.2057297344	8522	Springfield, MA
78	-80.034002484	32.8954291996	11509	Charleston-North Charleston-Summerville, SC
79	-74.0677564644	41.5182514857	9995	Poughkeepsie-Newburgh-Middletown, NY
80	-76.1453550362	43.0914015495	7966	Syracuse, NY
81	-104.783155098	38.8645339011	5277	Colorado Springs, CO
82	-83.5793683551	41.5781505557	10244	Toledo, OH
83	-82.3801739536	34.7934182872	9686	Greenville-Mauldin-Easley, SC
84	-81.8689076537	26.5389391996	5936	Cape Coral-Fort Myers, FL
85	-116.333883439	43.611583021	3371	Boise City-Nampa, ID
86	-97.3003838401	37.6939814362	6350	Wichita, KS
87	-81.782536847	28.0812533569	6889	Lakeland-Winter Haven, FL
88	-93.6827525228	41.6043187541	7672	Des Moines-West Des Moines, IA
89	-89.4072159198	43.0994631338	6893	Madison, WI
90	-75.8001665383	41.2958102992	5719	Scranton--Wilkes-Barre, PA
91	-80.6416810238	41.1403778379	8342	Youngstown-Warren-Boardman, OH-PA
92	-82.0178986623	33.4778160848	8316	Augusta-Richmond County, GA-SC
93	-111.957223743	41.085794137	3076	Ogden-Clearfield, UT
94	-76.9253678874	40.2547948553	8226	Harrisburg-Carlisle, PA
95	-90.1696600322	32.3047954562	11056	Jackson, MS
96	-80.679293415	28.2644204204	6383	Palm Bay-Melbourne-Titusville, FL
97	-111.724191603	40.2648301218	3746	Provo-Orem, UT
98	-85.2663488454	35.0376690127	7618	Chattanooga, TN-GA
99	-76.2951167335	40.0757213012	5019	Lancaster, PA
100	-120.983651136	37.61557651	4950	Modesto, CA
101	-70.3996122636	43.5854318158	5625	Portland-South Portland-Biddeford, ME
102	-78.9683656185	35.9655447091	12509	Durham-Chapel Hill, NC
103	-81.0869585178	29.1264586637	7943	Deltona-Daytona Beach-Ormond Beach, FL
104	-122.701765498	38.3928802154	3662	Santa Rosa-Petaluma, CA
105	-80.2899244896	36.1021770536	7395	Winston-Salem, NC
106	-84.495158373	38.0417466089	9167	Lexington-Fayette, KY
107	-94.1951962657	36.1807291209	5400	Fayetteville-Springdale-Rogers, AR-MO
108	-117.400174151	47.6587917655	2967	Spokane, WA
109	-84.530266682	42.7178316277	8536	Lansing-East Lansing, MI
110	-87.2010782556	30.4593832958	5840	Pensacola-Ferry Pass-Brent, FL
111	-119.271967206	36.2712393712	3343	Visalia-Porterville, CA
112	-93.2769625538	37.2012688623	4602	Springfield, MO
113	-76.7695407039	39.9609375806	4199	York-Hanover, PA
114	-97.3798025745	27.7822029152	4730	Corpus Christi, TX
115	-119.796305534	39.5124475053	4079	Reno-Sparks, NV
116	-82.5901073045	35.5451280171	4446	Asheville, NC
117	-80.3368103867	27.2802743774	4657	Port St. Lucie, FL
118	-119.922862026	34.5265585923	5294	Santa Barbara-Santa Maria-Goleta, CA
119	-86.6774557731	34.7454915102	6803	Huntsville, AL
120	-83.6997459762	42.999106551	5205	Flint, MI
121	-121.681483822	36.5846080854	5037	Salinas, CA
122	-85.1517560753	41.0920711088	5075	Fort Wayne, IN
123	-122.086114937	38.2273622814	6333	Vallejo-Fairfield, CA
124	-97.4706839273	26.0612966991	3801	Brownsville-Harlingen, TX
125	-75.9144629708	40.3825117593	4290	Reading, PA
126	-88.1529973339	30.6806184711	6241	Mobile, AL
127	-97.6445044302	31.0991955059	4843	Killeen-Temple-Fort Hood, TX
128	-81.3771707589	40.8359673552	5085	Canton-Massillon, OH
129	-93.7561696823	32.4642658229	6922	Shreveport-Bossier City, LA
130	-71.4925224571	42.8740284765	3946	Manchester-Nashua, NH
131	-123.005335099	44.9674596564	3099	Salem, OR
132	-94.0608641027	30.0581549737	5248	Beaumont-Port Arthur, TX
134	-90.5084054646	41.5153473575	3494	Davenport-Moline-Rock Island, IA-IL
135	-89.5511751359	40.7144823711	2977	Peoria, IL
136	-86.2785032801	32.3756571887	7588	Montgomery, AL
137	-78.9494452626	35.0613442644	7502	Fayetteville, NC
138	-84.2971250299	30.4556086344	9068	Tallahassee, FL
139	-77.9728567443	34.1728214804	6716	Wilmington, NC
140	-74.6820908821	40.2512322059	8622	Trenton-Ewing, NJ
141	-81.3676507187	35.7444703715	2721	Hickory-Lenoir-Morganton, NC
142	-87.5450994927	37.9962861025	3992	Evansville, IN-KY
143	-81.148315154	32.052380676	7998	Savannah, GA
144	-123.103326046	44.0451424381	3229	Eugene-Springfield, OR
145	-89.0172211709	42.300196703	3121	Rockford, IL
146	-83.7085093184	42.2608407222	8379	Ann Arbor, MI
147	-82.1553514004	29.1704149703	3148	Ocala, FL
148	-85.6693944567	42.2709590096	5078	Kalamazoo-Portage, MI
149	-81.7046244508	26.1749540726	3692	Naples-Marco Island, FL
150	-86.211630206	41.7076235403	4205	South Bend-Mishawaka, IN-MI
151	-82.3679261457	36.5623163494	2825	Kingsport-Bristol-Bristol, TN-VA
152	-88.0398004019	44.5242967844	2401	Green Bay, WI
153	-79.9496575866	37.2735533978	3690	Roanoke, VA
154	-96.7007029145	40.8156167061	3904	Lincoln, NE
155	-105.119285764	40.5135107543	2930	Fort Collins-Loveland, CO
156	-81.7009735794	38.3571044854	4237	Charleston, WV
157	-84.951803737	32.4930594544	5698	Columbus, GA-AL
158	-94.3720862637	35.3768728448	2493	Fort Smith, AR-OK
159	-105.221666726	40.0311269872	4243	Boulder, CO
160	-75.2643141269	43.1206091594	2942	Utica-Rome, NY
161	-101.886926292	33.5663667366	3268	Lubbock, TX
162	-82.4883059765	38.435338311	3947	Huntington-Ashland, WV-KY-OH
163	-82.0125888214	34.9538696803	4759	Spartanburg, SC
164	-80.0861234878	42.0663152168	3276	Erie, PA
165	-92.233190933	46.9105173097	2391	Duluth, MN-WI
166	-87.4058193288	36.6336167781	3950	Clarksville, TN-KY
167	-91.9967201943	30.2209629396	4907	Lafayette, LA
168	-78.8735750323	33.742334494	12645	Myrtle Beach-North Myrtle Beach-Conway, SC
169	-74.5139577024	39.4003810459	9733	Atlantic City-Hammonton, NJ
170	-72.0840424363	41.4313398681	5335	Norwich-New London, CT
171	-120.682541001	35.3250359036	3148	San Luis Obispo-Paso Robles, CA
172	-77.8565749487	39.5706988094	4090	Hagerstown-Martinsburg, MD-WV
173	-82.3808418072	29.6608717482	5742	Gainesville, FL
174	-86.0054696434	42.9247679955	3154	Holland-Grand Haven, MI
175	-121.973251728	36.9817917519	3042	Santa Cruz-Watsonville, CA
176	-119.240288769	46.2449095839	1708	Kennewick-Pasco-Richland, WA
177	-91.6559803843	42.0082038097	2632	Cedar Rapids, IA
178	-120.675518516	37.2352603361	3001	Merced, CA
179	-104.804427999	40.3083978413	1813	Greeley, CO
180	-122.857024675	47.0059396596	2184	Olympia, WA
181	-99.4799132547	27.5518849139	1905	Laredo, TX
182	-122.624190747	47.6236313085	1695	Bremerton-Silverdale, WA
183	-79.226747151	37.3570482726	3337	Lynchburg, VA
184	-101.828810616	35.1673362846	2219	Amarillo, TX
185	-89.0876119232	30.4294977633	4504	Gulfport-Biloxi, MS
186	-75.9804158834	42.1184495882	2585	Binghamton, NY
187	-120.435667448	46.534764751	1436	Yakima, WA
188	-97.1529046389	31.5429747525	3723	Waco, TX
189	-95.7300858657	39.0339622015	2375	Topeka, KS
190	-83.7110254441	32.8628113137	4929	Macon, GA
191	-96.7631374293	43.5288615726	2436	Sioux Falls, SD
192	-88.249986012	40.128070332	4571	Champaign-Urbana, IL
193	-96.352835483	30.6301365507	4338	College Station-Bryan, TX
194	-88.3790888742	44.2669854397	1717	Appleton, WI
195	-87.5403432243	33.1719802606	6387	Tuscaloosa, AL
196	-121.771492208	39.6830393105	1565	Chico, CA
197	-94.8007059985	32.4513416049	2200	Longview, TX
198	-70.3140081665	41.7150116668	4521	Barnstable Town, MA
199	-106.743624358	32.2456198315	2021	Las Cruces, NM
200	-95.2987849103	32.3433250805	3067	Tyler, TX
201	-73.1638729662	44.5156684504	2480	Burlington-South Burlington, VT
202	-96.8213386784	46.8668972437	2520	Fargo, ND-MN
